rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
25,spotify:track:0cQVqPuHQP4KEwc7ZUQmj6,The Neighbourhood,Sweater Weather,Columbia,51332,7,223,SAU,2025-01-30,0cQVqPuHQP4KEwc7ZUQmj6
26,spotify:track:7BRD7x5pt8Lqa1eGYC4dzj,Billie Eilish,CHIHIRO,Darkroom/Interscope Records,51014,3,37,SAU,2025-01-30,7BRD7x5pt8Lqa1eGYC4dzj
27,spotify:track:4QlbWOnT3ZoR2mTsyg362u,Aws Al Saber,شلون بية,Aws Al Saber,49770,18,70,SAU,2025-01-30,4QlbWOnT3ZoR2mTsyg362u
28,spotify:track:1L7yofHfIa5UczlW0pF52d,فيلگس fM .,"طربيات تركيه , مجنون بيك ياعمري , ياحبي اشكم اشكم .",7546067 Records DK,49245,14,6,SAU,2025-01-30,1L7yofHfIa5UczlW0pF52d
29,spotify:track:6RodD6CVu4mHQRrQJD8XhP,Tayseer Al Safeer,هذا دمعك,Al Hannen,48773,24,87,SAU,2025-01-30,6RodD6CVu4mHQRrQJD8XhP
30,spotify:track:1GWi8rGKliy6DLpnI5WPLs,Oumaima Taleb,قلت مش هتسبني,Rotana Music,48129,30,36,SAU,2025-01-30,1GWi8rGKliy6DLpnI5WPLs
31,spotify:track:0aB0v4027ukVziUGwVGYpG,"Kendrick Lamar, Lefty Gunplay",tv off (feat. lefty gunplay),"pgLang, under exclusive license to Interscope Records",47300,11,10,SAU,2025-01-30,0aB0v4027ukVziUGwVGYpG
32,spotify:track:7tI8dRuH2Yc6RuoTjxo4dU,Jimin,Who,BIGHIT MUSIC,47200,1,28,SAU,2025-01-30,7tI8dRuH2Yc6RuoTjxo4dU
33,spotify:track:5EcG8eMMlwkHRVa4aTR1qd,Rihanna,Breakin' Dishes,Def Jam Recordings,46797,33,11,SAU,2025-01-30,5EcG8eMMlwkHRVa4aTR1qd
34,spotify:track:2CGNAOSuO1MEFCbBRgUzjd,"Kendrick Lamar, SZA",luther (with sza),"pgLang, under exclusive license to Interscope Records",46093,12,10,SAU,2025-01-30,2CGNAOSuO1MEFCbBRgUzjd
