rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
32,spotify:track:3nDhIGkMvnsd8zo5u6eD05,"Kidd Voodoo, Jere Klein, Swift 047",WHISKY A LA ROCA,Kidd Voodoo,804311,32,1,CHL,2025-01-23,3nDhIGkMvnsd8zo5u6eD05
33,spotify:track:4ApLAqNEdqMwgF3Y8MRSXj,Cris Mj,7 Trompetas,Sonar LLC.,793075,2,5,CHL,2025-01-23,4ApLAqNEdqMwgF3Y8MRSXj
34,spotify:track:0vfPiExVUcECwzpQ3vfV0R,Grupo Zúmbale Primo,Tattoo,MOJO,760327,12,20,CHL,2025-01-23,0vfPiExVUcECwzpQ3vfV0R
35,spotify:track:2SuosMcETUjDfBRobLLTQm,"Jere Klein, Mateo on the Beatz, EL MURCIELAGO",CHIKA MALA,Jere Klein,742014,1,24,CHL,2025-01-23,2SuosMcETUjDfBRobLLTQm
36,spotify:track:2Bf7izPNpcTVNL41bdyFic,"Lucky Brown, Big Cvyu",Zoom Zoom,Lucky Brown,737676,3,13,CHL,2025-01-23,2Bf7izPNpcTVNL41bdyFic
37,spotify:track:2ajOfRsIVgVO4pmjeCPIzp,"FloyyMenor, Lewis Somes",MY LOVE,FloyyMenor under exclusive license to UnitedMasters LLC,720373,23,10,CHL,2025-01-23,2ajOfRsIVgVO4pmjeCPIzp
38,spotify:track:3G7agPwWfcORnWCAGMDOpm,Bad Bunny,LA MuDANZA,Rimas Entertainment LLC.,717882,25,3,CHL,2025-01-23,3G7agPwWfcORnWCAGMDOpm
39,spotify:track:14QaXYIK3K3QPtezqxRRPN,Bad Bunny,PIToRRO DE COCO,Rimas Entertainment LLC.,707490,26,4,CHL,2025-01-23,14QaXYIK3K3QPtezqxRRPN
40,spotify:track:42wdz3j7gstgUuhoFLCXqd,FloyyMenor,PELIGROSA,FloyyMenor under exclusive license to UnitedMasters LLC,706566,1,28,CHL,2025-01-23,42wdz3j7gstgUuhoFLCXqd
41,spotify:track:5QjmUqgpPQgXgg4606DqZF,Kapo,UWAIE,Sony Music Latin/La Industria,702353,5,23,CHL,2025-01-23,5QjmUqgpPQgXgg4606DqZF
42,spotify:track:7lcbpfihslisNObKdHjyLo,"Clarent, Mora",IA,WEA Latina,691128,42,3,CHL,2025-01-23,7lcbpfihslisNObKdHjyLo
43,spotify:track:3OJDtCdYs8QJnui708tEU3,Shakira,Soltera,Sony Music Latin,645310,9,17,CHL,2025-01-23,3OJDtCdYs8QJnui708tEU3
44,spotify:track:4MAv7MqIlcaTBHGiUXIWiw,"Cris Mj, Kali Uchis, JHAYCO",SI NO ES CONTIGO - REMIX,SONAR LLC,645287,5,14,CHL,2025-01-23,4MAv7MqIlcaTBHGiUXIWiw
45,spotify:track:2esZG2XFtuoWWA9AfDvSxy,"FloyyMenor, Cris Mj",Gata Only,FloyyMenor under exclusive license to UnitedMasters LLC,641376,1,51,CHL,2025-01-23,2esZG2XFtuoWWA9AfDvSxy
46,spotify:track:0Sr7ssScx54yxdM2ols7nW,"Omar Courtz, De La Rose",Q U E V A S H A C E R H O Y ?,Mr. 305 Records / Rimas Entertainment,639696,3,18,CHL,2025-01-23,0Sr7ssScx54yxdM2ols7nW
47,spotify:track:00BjWhfYjpmRqKd1qCzdM0,"Lucky Brown, Jere Klein, Mateo on the Beatz, Gittobeatz",Bentley,Lucky Brown,615647,4,21,CHL,2025-01-23,00BjWhfYjpmRqKd1qCzdM0
48,spotify:track:2nwa6nS5lXnsvwX48RWkbS,"Santaferia, Grupo Zúmbale Primo",Que Te Vaya Bien,Huracán Producciones,604847,18,112,CHL,2025-01-23,2nwa6nS5lXnsvwX48RWkbS
49,spotify:track:37jQuEDDTQDaxlgaKbGU2u,Bayron Fire,Me Pongo Bonito,Fire Company,604136,41,17,CHL,2025-01-23,37jQuEDDTQDaxlgaKbGU2u
50,spotify:track:2S8bH7ABqJ02bWeH8bgQfU,"Blessd, Anuel AA, Ovy On The Drums",MIRAME REMIX,WEA Latina,597781,12,6,CHL,2025-01-23,2S8bH7ABqJ02bWeH8bgQfU
1,spotify:track:3sK8wGT43QFpWrvNQsrQya,Bad Bunny,DtMF,Rimas Entertainment LLC.,4184446,1,2,CHL,2025-01-16,3sK8wGT43QFpWrvNQsrQya
2,spotify:track:59D4DOkspUbWyMmbAPQkxZ,Bad Bunny,VOY A LLeVARTE PA PR,Rimas Entertainment LLC.,2906735,2,2,CHL,2025-01-16,59D4DOkspUbWyMmbAPQkxZ
3,spotify:track:7d6yK8v8J484SWH5prIQiE,"Bad Bunny, Omar Courtz, Dei V",VeLDÁ,Rimas Entertainment LLC.,2869288,3,2,CHL,2025-01-16,7d6yK8v8J484SWH5prIQiE
4,spotify:track:2lTm559tuIvatlT1u0JYG2,Bad Bunny,BAILE INoLVIDABLE,Rimas Entertainment LLC.,2856921,4,2,CHL,2025-01-16,2lTm559tuIvatlT1u0JYG2
5,spotify:track:5TFD2bmFKGhoCRbX61nXY5,Bad Bunny,NUEVAYoL,Rimas Entertainment LLC.,2270208,5,2,CHL,2025-01-16,5TFD2bmFKGhoCRbX61nXY5
6,spotify:track:6J5kc12BW5HuP3d7C3vvx8,Bad Bunny,EoO,Rimas Entertainment LLC.,2050154,6,2,CHL,2025-01-16,6J5kc12BW5HuP3d7C3vvx8
7,spotify:track:5WEF0icHWmAZBBMglBd599,"Bad Bunny, Chuwi",WELTiTA,Rimas Entertainment LLC.,1983510,7,2,CHL,2025-01-16,5WEF0icHWmAZBBMglBd599
8,spotify:track:0fKK51bU6lcCCwdNnv64t3,"Blessd, Anuel AA, Ovy On The Drums",DEPORTIVO,WEA Latina,1861047,1,9,CHL,2025-01-16,0fKK51bU6lcCCwdNnv64t3
9,spotify:track:4MUrUT38U98olfnyzMBCzm,Bad Bunny,KLOuFRENS,Rimas Entertainment LLC.,1857557,9,2,CHL,2025-01-16,4MUrUT38U98olfnyzMBCzm
10,spotify:track:1Q9Efnm5csdCMFynISxL2x,"Bad Bunny, RaiNao",PERFuMITO NUEVO,Rimas Entertainment LLC.,1773780,10,2,CHL,2025-01-16,1Q9Efnm5csdCMFynISxL2x
11,spotify:track:5eqZZLLZ4CkuUznPCOimsi,"Lucky Brown, Mateo on the Beatz",Cosa Linda,Lucky Brown,1692751,1,12,CHL,2025-01-16,5eqZZLLZ4CkuUznPCOimsi
12,spotify:track:0iKo4pNNjHHdKUcFARlfCa,Bad Bunny,EL CLúB,Rimas Entertainment LLC.,1692392,9,6,CHL,2025-01-16,0iKo4pNNjHHdKUcFARlfCa
13,spotify:track:0l0vcZMU7AOeQmUIREoI2U,"Rauw Alejandro, Bad Bunny",Qué Pasaría...,Sony Music Latin/Duars Entertainment,1644855,4,9,CHL,2025-01-16,0l0vcZMU7AOeQmUIREoI2U
14,spotify:track:4zbEItKoaRId1vRZkoO0Uh,"Danny Ocean, Kapo",Imagínate,Atlantic Records,1511820,5,10,CHL,2025-01-16,4zbEItKoaRId1vRZkoO0Uh
