rank,uri,artist_names,track_name,source,streams,peak_rank,weeks_on_chart,country,week_date,track_id
17,spotify:track:6KliOBbtUUSwHHFjDzYVPe,Annika,Knuser Hjerter,Universal Music A/S,259194,6,47,DNK,2025-01-16,6KliOBbtUUSwHHFjDzYVPe
18,spotify:track:0nVUuzrVZc5t9S48ifesg6,APHACA,Smelter Under Månen,a United Records release,252867,12,21,DNK,2025-01-16,0nVUuzrVZc5t9S48ifesg6
19,spotify:track:4XmuzEhU6LPRL4fdWqt6LU,Zuloo,MOLLY,ZRECORDS,249452,14,12,DNK,2025-01-16,4XmuzEhU6LPRL4fdWqt6LU
20,spotify:track:6EfIo8vxfIBT2IZrzGHbpP,"Mumle, Svea S",Hvor Solen Ik' Skinner,Capitol Records,247965,13,26,DNK,2025-01-16,6EfIo8vxfIBT2IZrzGHbpP
21,spotify:track:1ByKkALevy63Nd0VBw1ToD,"KESI, Lamin",To Gange,Universal Music A/S,238165,1,24,DNK,2025-01-16,1ByKkALevy63Nd0VBw1ToD
22,spotify:track:6vdsc40TnfCdZsWj7GecQV,Mumle,Det Modsatte,Capitol Records,235726,6,58,DNK,2025-01-16,6vdsc40TnfCdZsWj7GecQV
23,spotify:track:2j59di23XCFfbdJPE5KuNw,"Lamin, Gilli",Hva Du På (feat. Gilli),Universal Music A/S,233848,1,33,DNK,2025-01-16,2j59di23XCFfbdJPE5KuNw
24,spotify:track:17phhZDn6oGtzMe56NuWvj,Teddy Swims,Lose Control,Warner Records,215110,9,56,DNK,2025-01-16,17phhZDn6oGtzMe56NuWvj
25,spotify:track:04oUfyBc6pT1svmfkYnsZU,MAS,Lønningsdag,Universal Music A/S,212029,25,1,DNK,2025-01-16,04oUfyBc6pT1svmfkYnsZU
26,spotify:track:65C4AmFA6oyMJ2lwLNPiIB,D1MA,CLEOPATRA,7OUMA Records,209482,4,16,DNK,2025-01-16,65C4AmFA6oyMJ2lwLNPiIB
27,spotify:track:5G2f63n7IPVPPjfNIGih7Q,Sabrina Carpenter,Taste,Island Records,206562,11,21,DNK,2025-01-16,5G2f63n7IPVPPjfNIGih7Q
28,spotify:track:2MTuvBUexLhmsiRpIozOL5,ozzy,Mit Ord,Universal Music A/S,206109,28,1,DNK,2025-01-16,2MTuvBUexLhmsiRpIozOL5
29,spotify:track:2doTTX8MLsVnAyAQqmqV7j,Blæst,Elsker Dig Så Meget,Universal Music A/S,205916,19,28,DNK,2025-01-16,2doTTX8MLsVnAyAQqmqV7j
30,spotify:track:6ZC9iIWBCy4VtBhoY1YTuR,Annika,Hun,Universal Music A/S,205433,23,36,DNK,2025-01-16,6ZC9iIWBCy4VtBhoY1YTuR
